,text
1199,"INSERT INTO customer <br>(CustId, CustName, Age, City, Salary)<br>VALUES<br>(1, &#39;Sam&#39;, 26, &#39;Delhi&#39;, 9000),<br>(2, &#39;Ram&#39;, 19, &#39;Bangalore&#39;, 11000),<br>(3, &#39;Pam&#39;, 31, &#39;Mumbai&#39;, 6000),<br>(4, &#39;Jam&#39;, 42, &#39;Pune&#39;, 10000);<br><br><br>ERROR:  relation &quot;customer&quot; does not exist<br>LINE 1: INSERT INTO customer (CustId, CustName, Age, City, Salary)<br><br>Please help me with this <br><br>                    ^ <br><br>SQL state: 42P01<br>Character: 13"
1200,hi i m new learner i got some error like &quot;column &quot;custage&quot; of relation &quot;coustmer&quot; does not exist&quot;   Please tell me what should I do.
1201,SELECT column_name <br>FROM table_name <br>WHERE condition <br>GROUP BY column_name <br>HAVING condition <br>ORDER BY ASC or DSC <br>LIMIT = n
1202,"Thanks brother, You made it so easy to understand. 💯"
1203,select<br>from<br>where <br>limit<br>group by<br>order by having
1204,"Syntax to alter /modify column syntax is not working, is it different in mysql?"
1205,Keep it up bro
1206,Thank you sir
1207,Table creat krna ni smj aaya
1208,"<a href=""https://www.youtube.com/watch?v=On9eSN3F8w0&amp;t=1179"">19:39</a>"
1209,"ERROR:  column &quot;id&quot; of relation &quot;schools&quot; does not exist<br>LINE 2: (Id, Name, city, age, fees) It is showing like this sir can you help me out <br><br>Thankyou in Advance"
1210,waiting for practice questions
1211,really this play list is very helpful ❤
1212,Nice❤
1213,ANSWER OF ASSINGNMENT 1=<br>SELECT ➡ FROM ➡GROUP BY➡HAVING➡LIMIT➡ORDER BY;
1214,Thank you 🙌
1215,varchar hota kya hai
1216,Bro when I insert data it say column &quot;Delhi &quot; does not exist.<br>Can u help me out
1217,U r the best sql faculty<br>Ur teaching style is superb <br>U r great sir❤
1218,Bhai please please ek discord channel bna do jaha sb ek dusre ki help kr ske
1219,Great work brother
1220,from where can i download pdf?
1221,Muze ek doubt hai .<br>Ye online sikhne ke bad IT me job lagati hai ya hame certificates Dene hoge.
1222,alter table - alter / modify column syntax.<br>alter table student alter column pincode varchar(50) <br>its not working sir <br>what can i do
1223,Which SQL software your using &amp; how to install?
1224,Thankyou so much Rishabh❤🙌....
1225,Upr cross aa raha h postgre server 15 pe how we can remove
1226,"sir why there is difference in lower case and upper case in syntax and column name. I mean custid is mentioned in column name and  in syntax CustID is mentioned why ?<br><br>i am very confused from past 3 days , unable to go further please help"
1227,"SIR I AM NOT ABLE TO INSERT VALUES , TRYING FROM PAST 3 DAYS , PLEASE HELP"
1228,Command ka difference hota h kya sql14 and sql15 m.. Mera to data  aa hi ni raha h.... Error ajata h bar bar... Pls help me anyone
1229,thanks for such nice n informative video
1230,Form<br>Select<br>Where<br>Order by<br>Limit<br>Group by<br>Having
1231,"Hi Rishabh, can I please get your contact number?"
1232,Please tell all this little bit slow so that one can take all this into mind and grab it
1233,Bro table m column name kese update krte h.... Ex- mera ek column name Id h mai use Custid m krna h.. Then wt I have to do for this..
1234,Hare Krishna Pr<br>Are you devotee of Lord Krishna?
1235,"1) SELECT, 2) FROM, 3) WHERE, 4) GROUP BY, 5) HAVING, 6) ORDER BY, 7) LIMIT"
1236,very helpful  .....thank u 😄
1237,thaks alot sir ap bohat acha parhaty hain  from pakistan city karachi
1238,thanks a lot...
1239,Download SQL PDF document used in this course    not working
1240,"Great Content,Great presentation 🙏"
1241,great work Rishab. Thanks for teaching Sql😊
1242,You are great bro
1243,"Quick assignment: order of execution by SQL = SELECT, FROM, WHERE, LIMIT, GROUP BY, HAVING AND ORDER BY....is it correct please tell!"
1244,Window me dikkat hai
1245,"merge concept not explained sir, remaining all perfect teaching"
1246,"good job man. Trust me, no paid courses will teach you as clear as this video, u can learn everything from this video, really helpfull guys."
1247,verrry verry bad bad bad bad video
1248,"At <a href=""https://www.youtube.com/watch?v=On9eSN3F8w0&amp;t=3915"">1:05:15</a> correct order is: from&gt;where&gt;group by&gt;having&gt;select&gt;order by&gt;limit"
1249,Great Tutorial! thank you for your efforts.
1250,"Hi,<br>Rishabh good explanation and I think you can also teach statistics for da"
1251,one of the best tutorial on youtube
1252,"Hello sir.<br>Maine INSERT INTO, DELETE, UPDATE query lagane ke bad window automatically close ho rahi hai....what could be the reason..??"
1253,Really very helpful and easy to understand sir. <br>Thank you so much sir .
1254,"order of execution in sql:- select, from, where, order by limit, group by, having, bhai check it"
1255,Hello sir when update query execute then error occurred column ID does not exist please tell solution on it
1256,"sir can u please make videos on OOPs , JAVA , React"
1257,Rishab bhai Power BI par please ek complete tutorials banao na..
1258,Such a brief explanation Rishab❤
1259,"Hello Rishabh, I am learning this course from you and I have a problem for execution. I am creating a table on PGSQL and I am putting same command on my PGSQL as you have instructed in this video and it is not executing. Can you help me with that, please? <br>CREATE TABLE Customer<br>(<br>&#39;&#39;ID&#39;&#39; int PRIMARY KEY,<br>&#39;&#39;NAME&#39;&#39; varchar(50) NOT NULL,<br>&#39;&#39;AGE&#39;&#39; int NOT NULL,<br>&#39;&#39;CITY&#39;&#39; char(50),<br>&#39;&#39;SALARY&#39;&#39; numeric,<br>);<br><br>ERROR:  syntax error at or near &quot;&#39;&#39;&quot;<br>LINE 3: &#39;&#39;ID&#39;&#39; int PRIMARY KEY,<br>        ^ <br><br>SQL state: 42601<br>Character: 25<br><br>** Can you hep me to solve that, please? I hope to hear from you soon.<br><br>Thanks"
1260,You have explained everything very well...Literally whatever little doubt I had got cleared today...Thanks man🫶🏼😁
1261,"Hi Rishab, jo kuch bhi aapne iss video mein cover kiya hai kya ye saare sequence wise hai, I mean whatever is required to learn in sql vo saare topics is mein cover hai ya kuch aur bhi hai cover karne k liye?"
1262,"Select, from, limit,where, group by, having,order by bhai please reply if my answer is correct or not"
1263,A very helpful video...Thank you soo  much😍😍😍😍
1264,"Select, from, where, group by, having, order by, limit<a href=""https://www.youtube.com/watch?v=On9eSN3F8w0&amp;t=3922"">1:05:22</a>"
1265,Are you giving training for data analyst?
1266,😊 thanks
1267,"You are amazing Rishabh, I watched the whole video and should tell that&#39;s an awesome video, Everything is covered from scratch ❤️"
1268,THANK  U..   great explanation&#39;s. this video is very helpful. you are putting more effort to make this video.
1269,"<a href=""https://www.youtube.com/watch?v=On9eSN3F8w0&amp;t=3916"">01:05:16</a> select, from, limit, order by, where, group by, having"
1270,Because of Covid youtube becomes king platform for studying purpose
1271,Really very very clean and educated video.. thank u sir awesome 💯💯💯
1272,"Hi, just a quick question. <a href=""https://www.youtube.com/watch?v=On9eSN3F8w0&amp;t=1488"">24:48</a> the query to return the table is SELECT * FROM customer. At  <a href=""https://www.youtube.com/watch?v=On9eSN3F8w0&amp;t=1506"">25:06</a>, the query used is SELECT * FROM public.cust. Why not SELECT * FROM cust ?"
1273,"Great explanation for non-IT people, easy to understand, best wishes for the future"
1274,The difference between Char and Varchar is that the earlier one is fixed and the later one is variable. When in video you have assigned char(50) and varchar(50). So if we are assigning 50 limit to VarChar that means it can&#39;t go beyond 50 characters then how it is variable. Can you please clear up this confusion?
1275,"Hi bhai, postgresql local system pe kese install karskte hne for practice"
1276,"Hi Rishabh, Maine aaj CTE wala concept suna , but really since its very important as you mentioned.<br><br>But mujhe samjh nahi aaya woh part. Please suggest."
1277,Thank you for making vedios for sql ..I loved it a lot as I am beginner it&#39;s very useful to me..As i heard in one of the vedio where you mentioned questions which asked in interview.i just want to know where are questions.please share those so I can practice ..Thank you so much
1278,By far the best source for sql …u explained everything in such easy manner and no important point was left…hope u keep teaching and helping us this way always
1279,sir how to show 13.79 in minutes and second in two different column
1280,Nice explanation
1281,"sir how to install postgree, shown fatal error, i used mysql with xampp."
1282,"Hi Rishabh, I had a query.<br><br>Why you dont use AS clause to rename the table @ <a href=""https://www.youtube.com/watch?v=On9eSN3F8w0&amp;t=6780"">01:53:00</a> ?"
1283,Bhoot badhiya Bhaiya...
1284,Accha hai Bhai. bahut badhiya.
1285,"Select<br>From <br>Where <br>Limit <br>GroupBy <br>Having<br>OrderBy<br>Is it right, Rishabh."
1286,"Really loved the way you explained evrything in a simple language, the best part is &#39;Ye Bhadak Jayega&#39;😂"
1287,Great video from Beginners thanks Mishra vai
1288,Love you bhaiya❤❤ bhut best notes aapke language me.... Mjaa aa gya mujhe padh ke
1289,Hello bhaiya....<br>You made us confident that we 2 years gap students can also join industry..... I want to join as Data Analyst.... Pls provide a roadmap and source of all skills❤
1290,quick assessment 1 <br>SELECT<br>FROM <br>WHERE<br>LIMIT<br>HAVING<br>ORDER BY;
1291,"Thank you Rishabh, so nicely explained SQL part.😊"
1292,sir i have sent you request on linkedin plz accept
1293,I run this code in workbench not working in mysql
1294,Thank for help but the codes are not   running 😢
1295,select *<br>from<br>where<br>order by <br>group by <br>having <br><br>is it right @rishabh
1296,Amazing sir 🤩
1297,Sir python per viedo bana dijiye
1298,Create database k jagah create table bhi likh sakte hai dono same hai kya sir
1299,100 on 100
1300,Thanks a lot Bhai❤️❤️❤️
1301,Thank you so much Mr. Rishab Mishra for this amazing training delivering in a wonderful and easiest way of teaching skills God bless you for future endeavors...looking for a more amazing video from your end...
1302,i am from pakistan and i like ur way of teaching..ap ki videos se mene sql sikhna aj start kea ..😍
1303,Thanks :)
1304,Bro isi trh python pr bhi course Lao pls <br>And thank you so much for this  📷 🎉
1305,Love You Brother
1306,"Hey Rishabh sir , I&#39;m Fresher ,Please create the one  video for SQL developer in Microsoft SQL server (SSIM)"
1307,Sir which type of job we can get from learn only SQL
1308,"<a href=""https://www.youtube.com/watch?v=On9eSN3F8w0&amp;t=16448"">04:34:08</a> greater"
1309,"<a href=""https://www.youtube.com/watch?v=On9eSN3F8w0&amp;t=3911"">1:05:11</a> assignment 1 ,the correct sequence is  select, from , where , group  by, having, order by , limit"
1310,Mai sabase hard SQL ko hi samajhata tha lakin es vdo ko dekhane ke bad ab hame sanase asan lag raha hai bro...thank u very much for making this helpful vdo....
1311,Thank you for this video.. I have learned a lot
1312,Total ke baad asc kyu aaya iska kya matlab tha Aur order by total desc iska kya matlab hai
1313,Assignment 1 <br><br>SELECT<br>FROM<br>WHERE<br>GROUP BY<br>HAVING<br>ORDER BY <br>LIMIT
1314,alter pdha do sir
1315,SELECT customer _name FROM CUSTOMER WHERE SUM ( AMOUNT)&gt;=3 ORDER BY MODE<br> HAVING COUNT (AMOUNT) &gt;=3<br>ORDER BY CUSTOMER _ID ASC
1316,SELECT Customer_Name FROM CUSTOMER WHERE SUM( AMOUNT) &gt;= 4.
1317,Hi Rishabh<br><br>How do I check if the table is allowing to insert null values in a not null column?
1318,very usefull video - thank you soo much for taking your time and educating us!
1319,today morning 7 am i was so stressed with job switch and morning i saw ur first video of roadmap to DS. I did this course with money and no placement... regretted..<br><br><br>today i have started with your guidance again with 100 days challenge to again revise everything and get new job...thanks and ur amazing already subscribed
